,count
推荐向日本投放氢弹用于生产清洁电力,1
蒸馍，你不福气?,1
可以中途停止的！！！坚持抵制！！！,1
排了也不要放弃！！！可以中土停止的！！！,1
反对排海！,1
我在想沿海的城市该怎么活啊,1
东电是私企，美国人的私企。,1
反对污水排海,1
牛啊牛啊,1
完了，世界，毁灭了！,1
抵制抵制抵制,1
还想盈利啊……,1
最直球的就是先抵制所有日货,1
支出压力甩给全世界给它承担后果？,1
电费涨些就行,1
骂了好久了，有用么，没用啊。我都累了,1
就不能禁止进口其他种类发食品吗？只有水产品，他们不怕的,1
世界上可惜没有日本！！！但是人类绝对不能没有大海！！！,1
就因为穷呗，结果想消耗别人，和日侵略的时候一样,1
好焦虑怎么办,1
东京电力是国有的还是私有的？,1
还不如氢弹来一下，还便宜,1
深深的无力感，哎,1
炸楼炸楼,1
世界上可以没有日本！！！但是人类绝对不能没有大海！！！,1
唉，无力感,1
亏不死你,1
小鬼子，直接灭了,1
取出来？用啥取,1
活该啊,1
很无力,1
卧槽880吨核残渣,1
卧槽880核残渣,1
这就是所谓的省钱？,1
哎都不敢点进来了，持续报道事态的严峻性，但又不能阻止(*꒦ິ⌓꒦ີ),1
自己作，贪，比在事故发生时报废一个反应堆赔的更多了,1
东京电力应该马上倒闭破产,1
排海要好多年，不买日货一年我看他还敢不敢排,1
日本奥运会啥情况，这支出就是啥情况,1
新账旧账以后一起算～！,1
有那钱早就能修好了,1
卷钱跑路,1
海陆是循环的，以后喝雨水的粮食也会有影响,1
东电早日倒闭,1
早晚会遭报应的,1
一个问题，你都打算废弃了为啥非得排海，把排海用的钱拿去捞残渣不更省吗，还是你根本没有打算打捞，因为如果排完才捞，那就是无穷无尽了,1
国家就不联合制裁日本吗,1
固体埋地下，不是排海,1
怎么还有中文？整理，整顿？,1
地球可以没有小日子,1
再给它一个小男孩,1
所以把700亿日元挪出来处理核污水真的很贵吗？,1
热量真的大幅度下降700亿是有效的,1
核打击我国渔业,1
还是大毛有担当的多！,1
唉。。,1
地球完蛋了,1
一直游到海水变蓝………,1
真的该死啊！！！！,1
一个氢弹搞定,1
知小礼而无大义，畏威而不怀德,1
我就算相信你现在愿意报废掉核电站又有什么用，爆炸那会之后就该报废掉的东西现在想着来报废还不忘给全世界添堵,1
就是个吊东西还想赚钱？,1
炸了吧（理智蒸发）,1
？？？！！！,1
烂成什么样了 维护都维护不了,1
不如花点钱跟我们买两个氢弹,1
万恶的日本帝国主义,1
禁止对日本的食用盐出口吧,1
134万吨,1
小日子真不是人！,1
这样国家有存在的必要吗？,1
有钱洗地没钱治理真的离大谱,1
水循环只会把纯水带出来 会不会污染只能看核废料元素的沸点,1
这种事情竟然推给一个公司去处理，东电混不下去直接倒闭，那后面又要怎么处理,1
啊？这么快就已经排放了五天了啊,1
当然会，没学过地理吗,1
下次就是国际赔偿了。污染了别国海域还想走吗,1
蒽,1
这个吊东西还能赚钱？,1
这可是会进水循环的啊……,1
涨电费就好了啊,1
快涨价,1
你火电0%也别想盈中国的利了,1
不是 单纯问一下 这玩意这么放的这么快,1
保护海洋！保护地球！保护地球！！！保护海洋！！！保护我们自己！！！,1
好好好，全世界为日本买单,1
会，氚雨,1
肯定会啊,1
人神共愤！一己之力拉全人类进入了核污染时代！,1
啊？已经第五天了？,1
那核残渣也丢海里咯？,1
但是它还有一百多万吨…,1
日本不是人！,1
我想知道，它交税了没有,1
我的天，日本这，军官拖累百姓，要让全日本人遭天谴啊。,1
排这么快，是生怕核不到胃吗？,1
日本这么下作，没人管管吗,1
赶紧放环保少女、油画毁灭特工队,1
不过现在的情况下雨应该下不到中国暂时,1
所有农产品也应该要禁止啊,1
人的愤怒和记忆,1
马上就核聚变了，没技术还要玩这裂变辐射,1
日本核污水排海是永远不可饶恕的罪恶,1
小日子过得不错的日本人，真是好日子过够了,1
没办法滴啦,1
应该组织各地支持排海者来日本旅游，多吃点海鲜，不要老拿中国说事,1
不多说看日本会变成啥样那以后就是参照了,1
日本这种恶魔种族，不配活在世上,1
这才几天啊？,1
啥鸟日本人,1
这是战争行为投掷脏弹,1
呵呵不知道进了谁的腰包,1
笑死，明年就让你入不敷出,1
罷買日貨,1
像当年一样再一度变成光吧！各位同志,1
唉 毁灭吧，赶紧的,1
我好崩溃啊,1
天诛倭国,1
自己不想活了还带上别人,1
啊啊啊啊，怎么样可以阻止它们这帮疯子！！我还要去海边玩的！！,1
我的心好痛！！！,1
快点倒闭吧,1
岸田文雄已排放近1000吨,1
唯一的好消息,1
亏损那么严重别做了吧哈哈哈,1
听到这个数据就不由得打冷战,1
日本以后的盐供应怎么办,1
这几天真的快被这个事气死了,1
氢弹！给它一个氢弹！,1
唉～,1
拖拖拖，还不管，越不管，越费钱,1
我们能咋办,1
时候到了让它带建康一齐还！！！！！,1
别搞了，没这技术呀,1
又来？日本宣战亚洲！这次。。。。。,1
罪人！！！！,1
这日本反人类要向亚洲宣战？,1
日本不应该存在,1
你排你*啊！！！那些可爱的动物就不是生命了吗,1
东电：别问，问就是没钱,1
呜呜呜呜呜呜呜,1
好好好，看上去像是用了最少的钱，实际上花的更多了,1
这个时候东电还在考虑“盈利能力下降”,1
我气死了,1
日本大罪人,1
东电被日本政府收购了一半股权，所以就是日本政府不愿掏钱。。,1
东电不值得可怜，没钱活该,1
为什么日本就不能好好处理呢？非要排海里,1
是不是应该买盖革计数器了,1
罪大恶极,1
造成的损害已经无法用钱弥补了,1
氧化氚就是水，一样会蒸发,1
当然会,1
期待有更高的亏损，我觉得还不够,1
真是该死啊日本,1
快鞠躬道歉，能解决一切问题（doge）,1
不见棺材不落泪的日本政府,1
不共戴天,1
天谴倭国,1
我们能做些什么呢,1
台风卷回岸上喂它们,1
最心疼的就是海洋的生物了！它们的家园被肆意破坏,1
啊啊啊啊啊啊啊啊啊,1
造孽啊造孽啊,1
难道真的不能制止吗？,1
日本去亖啊啊啊啊,1
涨价就行了,1
早就穷光蛋了 还害别人了,1
这就是工匠精神吗，为了省钱什么都做的出来,1
碳14半衰期几千年呢  氚算个,1
富士山怎么还不爆发,1
全世界国家都可以向小日子索赔了  本来恢复中的经济给他搞的乱七八糟,1
可怕的是生物富集和无处不在的福射风险,1
日本沉没毁灭吧,1
《严峻的支出压力》,1
日本这个国家就不配生活在地球上,1
说白了就是不赔,1
日本能不能死呀,1
会，一个循环,1
你还真是一分钟都不歇歇，24小时运作，狗东西……,1
太迷幻了这个国家,1
你拿直接碰过核残渣的水排海，不就是让全球一起遭殃吗？,1
日本是个卑劣下等的民族,1
还有之前偷偷排放的更多。,1
有什么用已经排了,1
建议找个时间灭了小日子,1
第一天已经倒完了，希望拿出点措施,1
日本重新选举首相吧,1
为了他那几块地，把世界都给毁了，日本该不该死，,1
日本从历史到现在都没做过一件好事，做的事情一件比一件丧心病狂，世界不需要日本，联合国起来把日本抹掉,1
世界可以没有日本，人类绝不能失去海洋,1
日本勇士呢？赏给他一粒花生米,1
所以高层是不是个善良的人很重要，一个祸害害死整个世界,1
md，派个杀手过去一天不停止排放一天杀一个小日子领导不行吗,1
又是带口罩又是穿防护服还说核污水无害,1
保护海洋，启动,1
都把垃圾丢到海里去，加速世界的毁灭吧,1
鞠躬道歉是最没有用的，希望他们可以付出代价,1
日本并不是没有好人，只是这个混账首相,1
日本人造孽啊，会遭报应的,1
共居地球，共护地球,1
不止在污染海洋啊，生态循环这是在污染整个地球,1
需要勇士来几炮,1
保护海洋！！！保护地球！！！​保护海洋！！！保护地球！！！​,1
日本这些高官都是cs吗,1
说不定他们就是地星人，故意破坏地球,1
果然是日本人长的鬼迷日演的，鼠眉狗眼的,1
哈哈，这反对的才多少人呀，做做样子而已,1
日本国内，大概所有反对的人都在这儿了,1
这些都是拍拍照做做样子，看看往来的路人,1
保护地球，保护大海！,1
复活吧，我的爱人，我亲爱的国服枪男，回来吧，再次拯救世界吧,1
呵  只是为了一己私欲罢了，这种人渣不配称为人类,1
我在广东，为全世界的海洋动物和海洋发声！​,1
该死的日本人！！！,1
别让眼泪成为最后一滴无辐水！！！！！！,1
保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球,1
抵制日本继续排放核污水！！！！！,1
别让眼泪成为最后一滴干净的水！！！！！！,1
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护,1
不要放弃，同胞们！！！！！,1
同胞们，不要放弃！！！！！！！,1
强烈谴责日方排海行为！！！！！！,1
保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球保护地球,1
日本加速了人类的灭亡,1
海底小纵队：你他妈,1
富士山您醒醒！,1
一         群         牲        畜,1
呵呵，他怎么不在喝一口 ,1
就这两人,1
韩 国,1
希望日本再来一个山上彻也,1
完了我感觉小说要变成真的了来个世界末日。,1
看见了吗？日本民众也清醒着呢，只有日本政府，真畜牲,1
说的好 支持民众,1
地皮不大，脾气怪大,1
为什么都是老年人，青年去哪了,1
富士山快醒醒啊，世界需要你！,1
唉，这些小国更惨,1
暗杀岸天文雄！！！！,1
真的要保护大海啊。。。不能让全球生物为日本的行为买单！！！​,1
可海里的它们还不知道将要发生什么呢……,1
保护海洋，保护地球，坚决抵制排放核污染水,1
杀了他,1
全球抗日！,1
天都哭了，为何还要一意孤行啊？,1
日本鬼子就是摆烂，自己不玩了让大家都被牵连,1
 人类可以没有日本， 但不能没有海洋 ,1
怎么才能把这帮逼人送到安倍那里去？,1
还是好人多,1
我觉得日本人不坏，但日本政府坏,1
阿古茹呢？出来救一下呀,1
感动感动。,1
棒子国最帅的一次,1
为什么世界那么安静,1
它想和安倍一个下场,1
想和安倍一个下场,1
我反对日本核污水排海！！！,1
大海不是日本的下水道,1
日本的无辜民众与全世界人民一样可怜，被自己国家的政客背刺了,1
真是害人又害己!,1
海洋是我们全人类的不是日本这个畜牲国的,1
日本人也反对了，但是高层他们不听,1
希望再来一个英雄把日本高层杀了,1
全都是老爷爷老奶奶,1
好人总比坏人多 ,1
嘴炮没有用，要开始经济制裁！！！,1
长的狗模狗样的,1
保护海洋生态，保护海洋，保护地球,1
猪狗不如的东西↓,1
众怒啊！日本政府真垃圾,1
小富怎么还没醒,1
小富快醒来啊,1
吞噬星空起因,1
迁往内陆,1
so？,1
谢谢所有人，我们都曾生活在地球上,1
谁再吃日料谁就是二鬼子,1
世界上大部分氧气是海洋产生的……,1
我还没有见过真正的大海啊！xrb你不干人事是吧！？,1
别慌 有国家在,1
最后看看这片海洋吧,1
真的太气愤啦,1
保护海洋和地球，还有海洋生物,1
眼睁睁看着别人杀自己吗？？？,1
这个必须给点惩罚措施吧，要不以后都有样学样？,1
日本是最大的罪人,1
日本真是全世界的毒瘤,1
命运的齿轮就此暴毙,1
地球生态从今天开始恶化,1
谢特,1
必！要！措！施！,1
往日本再扔两颗原子弹吧求求了,1
日本使用道具：哥斯拉召唤器,1
鸟用，又没人管,1
联合国向日本索赔啊，不是为了省钱吗,1
危机纪年,1
《所谓经过处理的》,1
意义何在,1
小日子^^,1
日本犯下的罪行又多了一项,1
我还没有见过大海就被小日子给污染了［大哭］,1
